probe,EntrezGene.ID,probe.name,Alignment.score,Length.of.probe,NCBI.gene.symbol,HUGO.gene.symbol,Cytoband,Alternative.symbols,Description
211393_at,,,,,,,,,
211395_x_at,,,,,,,,,
211396_at,9103,211396_at,11,11,FCGR2C,,1q23.3,CD32|FCGR2B|FcgammaRIIC,"Fc fragment of IgG, low affinity IIc, receptor for (CD32)"
211397_x_at,,,,,,,,,
211398_at,,,,,,,,,
211399_at,,,,,,,,,
211400_at,,,,,,,,,
211401_s_at,2263,211401_s_at,11,11,FGFR2,FGFR2,10q26,BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25,"fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)"
211402_x_at,2649,211402_x_at,11,11,NR6A1,NR6A1,9q33-q34.1,GCNF|GCNF1|NR61|RTR,"nuclear receptor subfamily 6, group A, member 1"
211403_x_at,,,,,,,,,
211404_s_at,334,211404_s_at,11,11,APLP2,APLP2,11q23-q25|11q24,APPH|APPL2|CDEBP,amyloid beta (A4) precursor-like protein 2
211405_x_at,,,,,,,,,
211406_at,,,,,,,,,
211407_at,,,,,,,,,
211410_x_at,,,,,,,,,
211411_at,,,,,,,,,
211412_at,,,,,,,,,
211413_s_at,23569,211413_s_at,11,11,PADI4,PADI4,1p36.13,PAD|PADI5|PDI4|PDI5,"peptidyl arginine deiminase, type IV"
211414_at,,,,,,,,,
211416_x_at,,,,,,,,,
211417_x_at,,,,,,,,,
211419_s_at,1124,211419_s_at,11,11,CHN2,CHN2,7p15.3,ARHGAP3|BCH|MGC138360|RHOGAP3,chimerin (chimaerin) 2
211421_s_at,,,,,,,,,
211422_at,,,,,,,,,
211423_s_at,6309,211423_s_at,11,11,SC5DL,SC5DL,11q23.3,ERG3|S5DES|SC5D,"sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like"
211424_x_at,25840,211424_x_at,5,11,METTL7A,METTL7A,12q13.13,AAM-B|DKFZP586A0522,methyltransferase like 7A
211425_x_at,,,,,,,,,
211426_x_at,2776,211426_x_at,9,11,GNAQ,GNAQ,9q21,G-ALPHA-q|GAQ,"guanine nucleotide binding protein (G protein), q polypeptide"
211427_s_at,3769,211427_s_at,11,11,KCNJ13,KCNJ13,2q37,KIR1.4|KIR7.1|MGC33328,"potassium inwardly-rectifying channel, subfamily J, member 13"
211428_at,,,,,,,,,
211429_s_at,5265,211429_s_at,11,11,SERPINA1,SERPINA1,14q32.1,A1A|A1AT|AAT|MGC23330|MGC9222|PI|PI1|PRO2275,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"
211430_s_at,,,,,,,,,
211431_s_at,7301,211431_s_at,11,11,TYRO3,TYRO3,15q15.1-q21.1,BYK|Brt|Dtk|RSE|Sky|Tif,TYRO3 protein tyrosine kinase
211432_s_at,7301,211432_s_at,11,11,TYRO3,TYRO3,15q15.1-q21.1,BYK|Brt|Dtk|RSE|Sky|Tif,TYRO3 protein tyrosine kinase
211433_x_at,80256,211433_x_at,11,11,KIAA1539,KIAA1539,9p13.3,FLJ11560|P1.11659_5|RP11-182N22.6|bA182N22.6,KIAA1539
211434_s_at,9034,211434_s_at,11,11,CCRL2,CCRL2,3p21,CKRX|CRAM-A|CRAM-B|HCR|MGC116710,chemokine (C-C motif) receptor-like 2
211435_at,,,,,,,,,
211436_at,,,,,,,,,
211437_at,,,,,,,,,
211438_at,7201,211438_at,11,11,TRHR,TRHR,8q23,MGC141920,thyrotropin-releasing hormone receptor
211439_at,,,,,,,,,
211440_x_at,64816,211440_x_at,11,11,CYP3A43,CYP3A43,7q21.1,MGC119315|MGC119316,"cytochrome P450, family 3, subfamily A, polypeptide 43"
211441_x_at,64816,211441_x_at,10,11,CYP3A43,CYP3A43,7q21.1,MGC119315|MGC119316,"cytochrome P450, family 3, subfamily A, polypeptide 43"
211442_x_at,64816,211442_x_at,11,11,CYP3A43,CYP3A43,7q21.1,MGC119315|MGC119316,"cytochrome P450, family 3, subfamily A, polypeptide 43"
211444_at,,,,,,,,,
211445_x_at,,,,,,,,,
211446_at,84227,211446_at,11,11,RGSL2,RGSL2,1q25.3,DKFZp434E169,regulator of G-protein signalling like 2
211447_s_at,5141,211447_s_at,11,11,PDE4A,PDE4A,19p13.2,DPDE2|PDE4,"phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)"
211448_s_at,9628,211448_s_at,11,11,RGS6,RGS6,14q24.3,GAP|MGC142132,regulator of G-protein signalling 6
211449_at,,,,,,,,,
211450_s_at,2956,211450_s_at,11,11,MSH6,MSH6,2p16,GTBP|HNPCC5|HSAP,mutS homolog 6 (E. coli)
211451_s_at,3761,211451_s_at,11,11,KCNJ4,KCNJ4,22q13.1,HIR|HIRK2|HRK1|Kir2.3|MGC142066|MGC142068,"potassium inwardly-rectifying channel, subfamily J, member 4"
211452_x_at,9208,211452_x_at,6,11,LRRFIP1,LRRFIP1,2q37.3,FLAP-1|FLIIAP1|GCF-2|GCF2|HUFI-1|MGC10947|MGC119738|MGC119739|TRIP,leucine rich repeat (in FLII) interacting protein 1
211453_s_at,208,211453_s_at,11,11,AKT2,AKT2,19q13.1-q13.2,PKBBETA|PRKBB|RAC-BETA,v-akt murine thymoma viral oncogene homolog 2
211454_x_at,,,,,,,,,
211455_at,,,,,,,,,
211456_x_at,,,,,,,,,
211457_at,,,,,,,,,
211458_s_at,23710,211458_s_at,11,11,GABARAPL1,GABARAPL1,12p13.2,APG8L|ATG8|GEC1,GABA(A) receptor-associated protein like 1
211459_at,,,,,,,,,
211460_at,,,,,,,,,
211461_at,114817,211461_at,2,11,KIAA1920,,15q25.2,,KIAA1920 protein
211462_s_at,90665,211462_s_at,11,11,TBL1Y,TBL1Y,Yp11.2,TBL1,transducin (beta)-like 1Y-linked
211463_at,,,,,,,,,
211464_x_at,839,211464_x_at,8,11,CASP6,CASP6,4q25,MCH2,"caspase 6, apoptosis-related cysteine peptidase"
211465_x_at,2528,211465_x_at,8,11,FUT6,FUT6,19p13.3,FLJ40754|FT1A,"fucosyltransferase 6 (alpha (1,3) fucosyltransferase)"
211466_at,,,,,,,,,
211467_s_at,4781,211467_s_at,11,11,NFIB,NFIB,9p24.1,NFI-RED|NFIB2|NFIB3,nuclear factor I/B
211468_s_at,9400,211468_s_at,10,11,RECQL5,RECQL5,17q25.2-q25.3,FLJ90603|RECQ5,RecQ protein-like 5
211469_s_at,10663,211469_s_at,11,11,CXCR6,CXCR6,3p21,BONZO|CD186|STRL33|TYMSTR,chemokine (C-X-C motif) receptor 6
211470_s_at,6819,211470_s_at,11,11,SULT1C1,SULT1C1,2q11.1-q11.2,ST1C1|ST1C2|SULT1C#1|humSULTC2,"sulfotransferase family, cytosolic, 1C, member 1"
211471_s_at,9609,211471_s_at,11,11,RAB36,RAB36,22q11.22,,"RAB36, member RAS oncogene family"
211472_at,,,,,,,,,
211473_s_at,1288,211473_s_at,11,11,COL4A6,COL4A6,Xq22,MGC88184,"collagen, type IV, alpha 6"
211474_s_at,5269,211474_s_at,11,11,SERPINB6,SERPINB6,6p25,CAP|DKFZp686I04222|MGC111370|MSTP057|PI6|PTI,"serpin peptidase inhibitor, clade B (ovalbumin), member 6"
211475_s_at,573,211475_s_at,11,11,BAG1,BAG1,9p12,,BCL2-associated athanogene
211476_at,51778,211476_at,11,11,MYOZ2,MYOZ2,4q26-q27,C4orf5|CS-1,myozenin 2
211478_s_at,1803,211478_s_at,11,11,DPP4,DPP4,2q24.3,ADABP|ADCP2|CD26|DPPIV|TP103,"dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)"
211479_s_at,3358,211479_s_at,11,11,HTR2C,HTR2C,Xq24,5-HT2C|HTR1C,5-hydroxytryptamine (serotonin) receptor 2C
211480_s_at,6579,211480_s_at,11,11,SLCO1A2,SLCO1A2,12p12,OATP|OATP-A|OATP1A2|SLC21A3,"solute carrier organic anion transporter family, member 1A2"
211481_at,6579,211481_at,11,11,SLCO1A2,SLCO1A2,12p12,OATP|OATP-A|OATP1A2|SLC21A3,"solute carrier organic anion transporter family, member 1A2"
211483_x_at,816,211483_x_at,11,11,CAMK2B,CAMK2B,22q12|7p14.3-p14.1,CAM2|CAMK2|CAMKB|MGC29528,calcium/calmodulin-dependent protein kinase (CaM kinase) II beta
211484_s_at,1826,211484_s_at,11,11,DSCAM,DSCAM,21q22.2,CHD2-42|CHD2-52,Down syndrome cell adhesion molecule
211485_s_at,8817,211485_s_at,11,11,FGF18,FGF18,5q34,FGF-18|ZFGF5,fibroblast growth factor 18
211486_s_at,3785,211486_s_at,11,11,KCNQ2,KCNQ2,20q13.3,BFNC|EBN|EBN1|ENB1|HNSPC|KCNA11|KV7.2|KVEBN1,"potassium voltage-gated channel, KQT-like subfamily, member 2"
211487_x_at,6218,211487_x_at,10,11,RPS17,RPS17,15q,MGC72007|RPS17L1|RPS17L2,ribosomal protein S17
211488_s_at,3696,211488_s_at,11,11,ITGB8,ITGB8,7p15.3,,"integrin, beta 8"
211489_at,148,211489_at,11,11,ADRA1A,ADRA1A,8p21-p11.2,ADRA1C|ADRA1L1|ALPHA1AAR,"adrenergic, alpha-1A-, receptor"
211490_at,148,211490_at,7,11,ADRA1A,ADRA1A,8p21-p11.2,ADRA1C|ADRA1L1|ALPHA1AAR,"adrenergic, alpha-1A-, receptor"
211491_at,148,211491_at,11,11,ADRA1A,ADRA1A,8p21-p11.2,ADRA1C|ADRA1L1|ALPHA1AAR,"adrenergic, alpha-1A-, receptor"
211492_s_at,148,211492_s_at,11,11,ADRA1A,ADRA1A,8p21-p11.2,ADRA1C|ADRA1L1|ALPHA1AAR,"adrenergic, alpha-1A-, receptor"
211493_x_at,1837,211493_x_at,7,11,DTNA,DTNA,18q12,D18S892E|DRP3|DTN|LVNC1,"dystrobrevin, alpha"
211494_s_at,8671,211494_s_at,11,11,SLC4A4,SLC4A4,4q21,DKFZp781H1314|HNBC1|KNBC|NBC1|NBC2|SLC4A5|hhNMC|pNBC,"solute carrier family 4, sodium bicarbonate cotransporter, member 4"
211495_x_at,,,,,,,,,
211496_s_at,5132,211496_s_at,11,11,PDC,PDC,1q25.2,MEKA|PHD|PhLOP|PhLP,phosducin
211497_x_at,4824,211497_x_at,9,11,NKX3-1,NKX3-1,8p21,1|BAPX2|NKX3|NKX3.1|NKX3A,"NK3 transcription factor related, locus 1 (Drosophila)"
211498_s_at,4824,211498_s_at,11,11,NKX3-1,NKX3-1,8p21,1|BAPX2|NKX3|NKX3.1|NKX3A,"NK3 transcription factor related, locus 1 (Drosophila)"
211499_s_at,5600,211499_s_at,11,11,MAPK11,MAPK11,22q13.33,P38B|P38BETA2|PRKM11|SAPK2|SAPK2B|p38-2|p38Beta,mitogen-activated protein kinase 11
211500_at,5600,211500_at,9,11,MAPK11,MAPK11,22q13.33,P38B|P38BETA2|PRKM11|SAPK2|SAPK2B|p38-2|p38Beta,mitogen-activated protein kinase 11
211501_s_at,8662,211501_s_at,11,11,EIF3S9,EIF3S9,7p22.2,EIF3-ETA|EIF3-P110|EIF3-P116|MGC104664|MGC131875|PRT1|eIF3b,"eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa"
211502_s_at,5218,211502_s_at,11,11,PFTK1,PFTK1,7q21-q22,KIAA0834|PFTAIRE1,PFTAIRE protein kinase 1
211503_s_at,51552,211503_s_at,11,11,RAB14,RAB14,9q32-q34.11,FBP|RAB-14,"RAB14, member RAS oncogene family"
211504_x_at,9475,211504_x_at,8,11,ROCK2,ROCK2,2p24,KIAA0619,"Rho-associated, coiled-coil containing protein kinase 2"
211505_s_at,6780,211505_s_at,11,11,STAU1,STAU1,20q13.1,FLJ25010|STAU,"staufen, RNA binding protein, homolog 1 (Drosophila)"
211506_s_at,3576,211506_s_at,11,11,IL8,IL8,4q13-q21,3-10C|AMCF-I|CXCL8|GCP-1|GCP1|K60|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1|SCYB8|TSG-1|b-ENAP,interleukin 8
211507_s_at,8897,211507_s_at,11,11,MTMR3,MTMR3,22q12.2,FYVE-DSP1|KIAA0371|ZFYVE10,myotubularin related protein 3
211508_s_at,2689,211508_s_at,11,11,GH2,GH2,17q24.2,GH-V|GHL|GHV|hGH-V,growth hormone 2
211509_s_at,57142,211509_s_at,11,11,RTN4,RTN4,2p16.3,ASY|NI220/250|NOGO|NOGO-A|NSP|NSP-CL|Nbla00271|Nbla10545|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C,reticulon 4
211510_s_at,1395,211510_s_at,11,11,CRHR2,CRHR2,7p15.1,CRFR2,corticotropin releasing hormone receptor 2
211512_s_at,11054,211512_s_at,11,11,OGFR,OGFR,20q13.3,,opioid growth factor receptor
211513_s_at,11054,211513_s_at,9,11,OGFR,OGFR,20q13.3,,opioid growth factor receptor
211514_at,25778,211514_at,6,11,RIPK5,RIPK5,1q32.1,DustyPK|HDCMD38P|KIAA0472|RIP5,receptor interacting protein kinase 5
211515_s_at,25778,211515_s_at,10,11,RIPK5,RIPK5,1q32.1,DustyPK|HDCMD38P|KIAA0472|RIP5,receptor interacting protein kinase 5
211516_at,3568,211516_at,10,11,IL5RA,IL5RA,3p26-p24,CDw125|HSIL5R3|IL5R|MGC26560,"interleukin 5 receptor, alpha"
211517_s_at,3568,211517_s_at,11,11,IL5RA,IL5RA,3p26-p24,CDw125|HSIL5R3|IL5R|MGC26560,"interleukin 5 receptor, alpha"
211518_s_at,652,211518_s_at,11,11,BMP4,BMP4,14q22-q23,BMP2B|BMP2B1|ZYME,bone morphogenetic protein 4
211519_s_at,11004,211519_s_at,11,11,KIF2C,KIF2C,1p34.1,KNSL6|MCAK,kinesin family member 2C
211520_s_at,2890,211520_s_at,11,11,GRIA1,GRIA1,5q33|5q31.1,GLUH1|GLUR1|GLURA|HBGR1|MGC133252,"glutamate receptor, ionotropic, AMPA 1"
211521_s_at,27128,211521_s_at,11,11,PSCD4,PSCD4,22q12.3-q13.1,CYT4|DJ63G5.1,"pleckstrin homology, Sec7 and coiled-coil domains 4"
211522_s_at,2798,211522_s_at,11,11,GNRHR,GNRHR,4q21.2,GNRHR1|GRHR|LHRHR|LRHR,gonadotropin-releasing hormone receptor
211523_at,2798,211523_at,11,11,GNRHR,GNRHR,4q21.2,GNRHR1|GRHR|LHRHR|LRHR,gonadotropin-releasing hormone receptor
211524_at,,,,,,,,,
211525_s_at,2814,211525_s_at,11,11,GP5,GP5,3q29,CD42d,glycoprotein V (platelet)
211526_s_at,51750,211526_s_at,11,11,RTEL1,RTEL1,20q13.3,C20orf41|DKFZP434C013|KIAA1088|NHL|RTEL|TNFRSF6B|bK3184A7.3,regulator of telomere elongation helicase 1
211527_x_at,7422,211527_x_at,11,11,VEGFA,VEGFA,6p12,MGC70609|VEGF|VEGF-A|VPF,vascular endothelial growth factor A
211528_x_at,3135,211528_x_at,10,11,HLA-G,HLA-G,6p21.3,MHC-G,"HLA-G histocompatibility antigen, class I, G"
211529_x_at,3135,211529_x_at,9,11,HLA-G,HLA-G,6p21.3,MHC-G,"HLA-G histocompatibility antigen, class I, G"
211530_x_at,3135,211530_x_at,10,11,HLA-G,HLA-G,6p21.3,MHC-G,"HLA-G histocompatibility antigen, class I, G"
211531_x_at,,,,,,,,,
211532_x_at,,,,,,,,,
211533_at,,,,,,,,,
211534_x_at,5799,211534_x_at,11,11,PTPRN2,PTPRN2,7q36,IA-2beta|IAR|ICAAR|PTPRP,"protein tyrosine phosphatase, receptor type, N polypeptide 2"
211535_s_at,2260,211535_s_at,11,11,FGFR1,FGFR1,8p11.2-p11.1,BFGFR|CD331|CEK|FGFBR|FLG|FLT2|HBGFR|KAL2|N-SAM,"fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)"
211536_x_at,6885,211536_x_at,11,11,MAP3K7,MAP3K7,6q16.1-q16.3,TAK1|TGF1a,mitogen-activated protein kinase kinase kinase 7
211537_x_at,6885,211537_x_at,11,11,MAP3K7,MAP3K7,6q16.1-q16.3,TAK1|TGF1a,mitogen-activated protein kinase kinase kinase 7
211538_s_at,3306,211538_s_at,11,11,HSPA2,HSPA2,14q24.1,,heat shock 70kDa protein 2
211540_s_at,5925,211540_s_at,11,11,RB1,RB1,13q14.2,OSRC|RB,retinoblastoma 1 (including osteosarcoma)
211541_s_at,1859,211541_s_at,11,11,DYRK1A,DYRK1A,21q22.13,DYRK|DYRK1|HP86|MNB|MNBH,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
211542_x_at,6204,211542_x_at,11,11,RPS10,RPS10,6p21.31,MGC88819,ribosomal protein S10
211543_s_at,2870,211543_s_at,11,11,GRK6,GRK6,5q35,FLJ32135|GPRK6,G protein-coupled receptor kinase 6
211544_s_at,2692,211544_s_at,11,11,GHRHR,GHRHR,7p14,GHRFR|GHRHRpsv|GRFR,growth hormone releasing hormone receptor
211545_at,,,,,,,,,
211546_x_at,6622,211546_x_at,10,11,SNCA,SNCA,4q21,MGC110988|NACP|PARK1|PARK4|PD1,"synuclein, alpha (non A4 component of amyloid precursor)"
211547_s_at,5048,211547_s_at,11,11,PAFAH1B1,PAFAH1B1,17p13.3,LIS1|LIS2|MDCR|PAFAH,"platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa"
211548_s_at,3248,211548_s_at,11,11,HPGD,HPGD,4q34-q35,15-PGDH|PGDH|PGDH1,hydroxyprostaglandin dehydrogenase 15-(NAD)
211549_s_at,3248,211549_s_at,11,11,HPGD,HPGD,4q34-q35,15-PGDH|PGDH|PGDH1,hydroxyprostaglandin dehydrogenase 15-(NAD)
211550_at,1956,211550_at,11,11,EGFR,EGFR,7p12,ERBB|ERBB1|mENA,"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"
211551_at,,,,,,,,,
211552_s_at,8659,211552_s_at,8,11,ALDH4A1,ALDH4A1,1p36,ALDH4|P5CD|P5CDh|P5CDhL|P5CDhS,"aldehyde dehydrogenase 4 family, member A1"
211553_x_at,317,211553_x_at,10,11,APAF1,APAF1,12q23,CED4,apoptotic peptidase activating factor 1
211554_s_at,317,211554_s_at,11,11,APAF1,APAF1,12q23,CED4,apoptotic peptidase activating factor 1
211555_s_at,2983,211555_s_at,11,11,GUCY1B3,GUCY1B3,4q31.3-q33,GC-S-beta-1|GC-SB3|GUC1B3|GUCB3|GUCSB3,"guanylate cyclase 1, soluble, beta 3"
211556_at,,,,,,,,,
211557_x_at,11309,211557_x_at,11,11,SLCO2B1,SLCO2B1,11q13,DKFZp686E0517|KIAA0880|OATP-B|OATP2B1|OATPB|SLC21A9,"solute carrier organic anion transporter family, member 2B1"
211558_s_at,1725,211558_s_at,11,11,DHPS,DHPS,19p13.2-p13.1,MIG13,deoxyhypusine synthase
211559_s_at,901,211559_s_at,11,11,CCNG2,CCNG2,4q21.1,,cyclin G2
211560_s_at,212,211560_s_at,11,11,ALAS2,ALAS2,Xp11.21,ANH1|ASB|XLSA,"aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia)"
211561_x_at,1432,211561_x_at,11,11,MAPK14,MAPK14,6p21.3-p21.2,CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA,mitogen-activated protein kinase 14
211562_s_at,25802,211562_s_at,11,11,LMOD1,LMOD1,1q32,1D|64kD|D1|SM-LMOD,leiomodin 1 (smooth muscle)
211563_s_at,8725,211563_s_at,11,11,C19orf2,C19orf2,19q12,FLJ10575|NNX3|RMP|URI,chromosome 19 open reading frame 2
211564_s_at,8572,211564_s_at,11,11,PDLIM4,PDLIM4,5q31.1,RIL,PDZ and LIM domain 4
211565_at,,,,,,,,,
211566_x_at,9577,211566_x_at,11,11,BRE,BRE,2p23.2,BRCC4|BRCC45,brain and reproductive organ-expressed (TNFRSF1A modulator)
211567_at,,,,,,,,,
211568_at,,,,,,,,,
211569_s_at,3033,211569_s_at,11,11,HADH,HADH,4q22-q26,HAD|HADH1|HADHSC|HHF4|M/SCHAD|MGC8392|SCHAD,hydroxyacyl-Coenzyme A dehydrogenase
211570_s_at,5913,211570_s_at,11,11,RAPSN,RAPSN,11p11.2-p11.1,CMS1D|CMS1E|MGC3597|RNF205,"receptor-associated protein of the synapse, 43kD"
211571_s_at,1462,211571_s_at,11,11,CSPG2,CSPG2,5q14.3,DKFZp686K06110|ERVR|VERSICAN|WGN|WGN1,chondroitin sulfate proteoglycan 2 (versican)
211572_s_at,9962,211572_s_at,11,11,SLC23A2,SLC23A2,20p13,KIAA0238|NBTL1|SLC23A1|SVCT2|YSPL2,"solute carrier family 23 (nucleobase transporters), member 2"
211573_x_at,7052,211573_x_at,11,11,TGM2,TGM2,20q12,TG2|TGC,"transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)"
211574_s_at,4179,211574_s_at,11,11,CD46,CD46,1q32,MCP|MGC26544|MIC10|TLX|TRA2.10,"CD46 molecule, complement regulatory protein"
211575_s_at,7337,211575_s_at,11,11,UBE3A,UBE3A,15q11-q13,ANCR|AS|E6-AP|EPVE6AP|FLJ26981|HPVE6A,"ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)"
211576_s_at,6573,211576_s_at,11,11,SLC19A1,SLC19A1,21q22.3,CHMD|FOLT|IFC1|REFC|RFC1,"solute carrier family 19 (folate transporter), member 1"
211577_s_at,3479,211577_s_at,11,11,IGF1,IGF1,12q22-q23,IGFI,insulin-like growth factor 1 (somatomedin C)
211578_s_at,6198,211578_s_at,11,11,RPS6KB1,RPS6KB1,17q23.1,PS6K|S6K|S6K1|STK14A|p70(S6K)-alpha|p70-S6K|p70-alpha,"ribosomal protein S6 kinase, 70kDa, polypeptide 1"
211579_at,,,,,,,,,
211580_s_at,8503,211580_s_at,11,11,PIK3R3,PIK3R3,1p34.1,DKFZp686P05226|FLJ41892|p55-GAMMA,"phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)"
211581_x_at,7940,211581_x_at,11,11,LST1,LST1,6p21.3,B144|D6S49E|LST-1|MGC119006|MGC119007,leukocyte specific transcript 1
211582_x_at,7940,211582_x_at,9,11,LST1,LST1,6p21.3,B144|D6S49E|LST-1|MGC119006|MGC119007,leukocyte specific transcript 1
211583_x_at,259197,211583_x_at,9,11,NCR3,NCR3,6p21.3,1C7|CD337|LY117|NKp30,natural cytotoxicity triggering receptor 3
211584_s_at,4863,211584_s_at,11,11,NPAT,NPAT,11q22-q23,E14,"nuclear protein, ataxia-telangiectasia locus"
211585_at,,,,,,,,,
211586_s_at,491,211586_s_at,11,11,ATP2B2,ATP2B2,3p25.3,PMCA2,"ATPase, Ca++ transporting, plasma membrane 2"
211587_x_at,1136,211587_x_at,7,11,CHRNA3,CHRNA3,15q24,MGC104879,"cholinergic receptor, nicotinic, alpha 3"
211588_s_at,5371,211588_s_at,11,11,PML,PML,15q22,MYL|PP8675|RNF71|TRIM19,promyelocytic leukemia
211589_at,,,,,,,,,
211590_x_at,6915,211590_x_at,8,11,TBXA2R,TBXA2R,19p13.3,TXA2-R,thromboxane A2 receptor
211591_s_at,5141,211591_s_at,11,11,PDE4A,PDE4A,19p13.2,DPDE2|PDE4,"phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)"
211592_s_at,775,211592_s_at,7,11,CACNA1C,CACNA1C,12p13.3,CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|MGC120730|TS,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
211593_s_at,23139,211593_s_at,11,11,MAST2,MAST2,1p34.1,FLJ39200|KIAA0807|MAST205|MTSSK|RP4-533D7.1,microtubule associated serine/threonine kinase 2
211594_s_at,65005,211594_s_at,11,11,MRPL9,MRPL9,,L9mt,mitochondrial ribosomal protein L9
211595_s_at,64963,211595_s_at,11,11,MRPS11,MRPS11,15q25,FLJ22512|FLJ23406|HCC-2,mitochondrial ribosomal protein S11
211596_s_at,26018,211596_s_at,11,11,LRIG1,LRIG1,3p14,DKFZP586O1624|LIG-1|LIG1,leucine-rich repeats and immunoglobulin-like domains 1
211597_s_at,84525,211597_s_at,11,11,HOP,,4q11-q12,Cameo|LAGY|MGC20820|NECC1|OB1|SMAP31|Toto,homeodomain-only protein
211598_x_at,7434,211598_x_at,7,11,VIPR2,VIPR2,7q36.3,FLJ16511|VPAC2,vasoactive intestinal peptide receptor 2
211599_x_at,4233,211599_x_at,11,11,MET,MET,7q31,HGFR|RCCP2,met proto-oncogene (hepatocyte growth factor receptor)
211600_at,,,,,,,,,
211601_at,,,,,,,,,
211602_s_at,7220,211602_s_at,11,11,TRPC1,TRPC1,3q22-q24,HTRP-1|MGC133334|MGC133335|TRP1,"transient receptor potential cation channel, subfamily C, member 1"
211603_s_at,2118,211603_s_at,11,11,ETV4,ETV4,17q21,E1A-F|E1AF|PEA3|PEAS3,"ets variant gene 4 (E1A enhancer binding protein, E1AF)"
211604_x_at,9001,211604_x_at,9,11,HAP1,HAP1,17q21.2-q21.3,HAP2|HIP5|HLP|hHLP1,huntingtin-associated protein 1 (neuroan 1)
211605_s_at,5914,211605_s_at,11,11,RARA,RARA,17q21,NR1B1|RAR,"retinoic acid receptor, alpha"
211606_at,,,,,,,,,
211607_x_at,1956,211607_x_at,11,11,EGFR,EGFR,7p12,ERBB|ERBB1|mENA,"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"
211608_at,,,,,,,,,
211609_x_at,5710,211609_x_at,9,11,PSMD4,PSMD4,1q21.2,AF|AF-1|ASF|MCB1|Rpn10|S5A|pUB-R5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
211610_at,,,,,,,,,
211611_s_at,1388,211611_s_at,11,11,CREBL1,CREBL1,6p21.3,CREB-RP|FLJ10066|G13,cAMP responsive element binding protein-like 1
211612_s_at,3597,211612_s_at,11,11,IL13RA1,IL13RA1,Xq24,CD213A1|IL-13Ra|NR4,"interleukin 13 receptor, alpha 1"
211613_s_at,2820,211613_s_at,11,11,GPD2,GPD2,2q24.1,GDH2|mGPDH,glycerol-3-phosphate dehydrogenase 2 (mitochondrial)
211614_at,,,,,,,,,
211615_s_at,10128,211615_s_at,11,11,LRPPRC,LRPPRC,2p21,CLONE-23970|GP130|LRP130|LSFC,leucine-rich PPR-motif containing
211616_s_at,3356,211616_s_at,11,11,HTR2A,HTR2A,13q14-q21,5-HT2A|HTR2,5-hydroxytryptamine (serotonin) receptor 2A
211617_at,,,,,,,,,
211618_s_at,248,211618_s_at,11,11,ALPI,ALPI,2q37.1,IAP,"alkaline phosphatase, intestinal"
211619_s_at,,,,,,,,,
211620_x_at,861,211620_x_at,9,11,RUNX1,RUNX1,21q22.3,AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB,runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)
211621_at,367,211621_at,4,11,AR,AR,Xq11.2-q12,AIS|DHTR|HUMARA|KD|NR3C4|SBMA|SMAX1|TFM,androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)
211622_s_at,377,211622_s_at,11,11,ARF3,ARF3,12q13,,ADP-ribosylation factor 3
211623_s_at,2091,211623_s_at,11,11,FBL,FBL,19q13.1,FIB|FLRN|RNU3IP1,fibrillarin
211624_s_at,1813,211624_s_at,11,11,DRD2,DRD2,11q23,D2DR|D2R,dopamine receptor D2
